C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_05_18_45_IMG_0042.JPG,0.26799289321874264,0.11457184137820813,0.11495437119850097,0.13099629427245504,0.0015954962479009104,0.1388367631246054,0.12241864543426821,0.10863369512531863
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_05_18_53_IMG_0048.JPG,0.17379007872902785,0.16456862480484277,0.14944445902593959,0.1120905253178949,0.0027659966823198787,0.12096529163831377,0.15878042344222892,0.11759460035943227
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_05_18_53_IMG_0049.JPG,0.23484329274837573,0.1510254891396295,0.12366412380498565,0.11131791086509064,0.0012794862095571262,0.13714078661210133,0.13602239884382955,0.10470651177643041
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_05_18_53_IMG_0051.JPG,0.30574763281145084,0.10259342315039675,0.1194700539966993,0.13047514318474338,0.003260512137786452,0.12811293825029968,0.0913622244165412,0.11897807205208229
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_06_14_13_IMG_0057.JPG,0.17397287771829273,0.1560781245916364,0.16457596006121758,0.10918051185263719,0.0005861843681642667,0.09452472930096598,0.14238515937886048,0.15869645272822533
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_22_10_16_IMG_0120.JPG,0.23960142810733892,0.13065482065166123,0.12559576678360146,0.12142640989465579,0.0006778989007761642,0.11966101604810377,0.1323574212326923,0.13002523838117042
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_22_11_12_IMG_0133.JPG,0.25486275689688087,0.1284801678229736,0.11184334930913599,0.11385736947116754,0.0010531009687517108,0.13658933589906597,0.13726210457884877,0.11605181505317566
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_22_15_41_IMG_0177.JPG,0.2689648885612926,0.11223469663652236,0.11291749675519218,0.10185687098922887,0.006487545631345662,0.15954077150995752,0.11501861385765076,0.12297911605881012
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_22_17_52_IMG_0198.JPG,0.27366280035302454,0.11069647734668035,0.11896463445033531,0.13896882849486877,0.0007384117381787691,0.13411374050032254,0.10670973690941897,0.11614537020717075
C:\Users\Chaimaa\Documents\iphone\pictures\2019_10_25_20_12_IMG_0226.JPG,0.27531612936951916,0.11885005012762306,0.11872114977885143,0.12167875774443025,0.0014026236903905496,0.16034431964454382,0.11564589615458538,0.08804107349005626
